index	fermion	trace
1	0	1
2	0	2
3	0	2
4	0	2
5	0	2
6	0	3
7	0	3
8	0	3
9	0	3
10	0	3
11	0	3
12	0	3
13	0	4
14	0	4
15	0	4
16	0	4
17	0	4
18	0	4
19	0	5
20	0	5
21	0	5
22	0	5
23	0	5
24	0	6
25	0	6
26	0	6
27	0	7
28	0	7
29	0	8
30	0	9
31	2	1
32	2	1
33	2	1
34	2	1
35	2	2
36	2	2
37	2	2
38	2	2
39	2	2
40	2	2
41	2	2
42	2	2
43	2	2
44	2	2
45	2	2
46	2	2
47	2	2
48	2	2
49	2	2
50	2	2
51	2	3
52	2	3
53	2	3
54	2	3
55	2	3
56	2	3
57	2	3
58	2	3
59	2	3
60	2	3
61	2	3
62	2	3
63	2	3
64	2	3
65	2	3
66	2	3
67	2	3
68	2	3
69	2	3
70	2	3
71	2	3
72	2	3
73	2	3
74	2	3
75	2	3
76	2	3
77	2	4
78	2	4
79	2	4
80	2	4
81	2	4
82	2	4
83	2	4
84	2	4
85	2	4
86	2	4
87	2	4
88	2	4
89	2	4
90	2	4
91	2	4
92	2	4
93	2	4
94	2	4
95	2	4
96	2	4
97	2	4
98	2	4
99	2	4
100	2	5
101	2	5
102	2	5
103	2	5
104	2	5
105	2	5
106	2	5
107	2	5
108	2	5
109	2	5
110	2	5
111	2	5
112	2	5
113	2	5
114	2	6
115	2	6
116	2	6
117	2	6
118	2	6
119	2	6
120	2	6
121	2	7
122	2	7
123	2	7
124	2	8
125	4	1
126	4	1
127	4	1
128	4	1
129	4	1
130	4	1
131	4	1
132	4	1
133	4	1
134	4	1
135	4	1
136	4	1
137	4	1
138	4	1
139	4	2
140	4	2
141	4	2
142	4	2
143	4	2
144	4	2
145	4	2
146	4	2
147	4	2
148	4	2
149	4	2
150	4	2
151	4	2
152	4	2
153	4	2
154	4	2
155	4	2
156	4	2
157	4	2
158	4	2
159	4	2
160	4	2
161	4	2
162	4	2
163	4	2
164	4	2
165	4	2
166	4	2
167	4	2
168	4	2
169	4	2
170	4	2
171	4	2
172	4	2
173	4	2
174	4	2
175	4	2
176	4	2
177	4	2
178	4	2
179	4	2
180	4	2
181	4	3
182	4	3
183	4	3
184	4	3
185	4	3
186	4	3
187	4	3
188	4	3
189	4	3
190	4	3
191	4	3
192	4	3
193	4	3
194	4	3
195	4	3
196	4	3
197	4	3
198	4	3
199	4	3
200	4	3
201	4	3
202	4	3
203	4	3
204	4	3
205	4	3
206	4	3
207	4	3
208	4	3
209	4	3
210	4	3
211	4	3
212	4	3
213	4	3
214	4	3
215	4	3
216	4	3
217	4	3
218	4	3
219	4	3
220	4	3
221	4	3
222	4	3
223	4	3
224	4	3
225	4	3
226	4	3
227	4	3
228	4	3
229	4	3
230	4	3
231	4	3
232	4	4
233	4	4
234	4	4
235	4	4
236	4	4
237	4	4
238	4	4
239	4	4
240	4	4
241	4	4
242	4	4
243	4	4
244	4	4
245	4	4
246	4	4
247	4	4
248	4	4
249	4	4
250	4	4
251	4	4
252	4	4
253	4	4
254	4	4
255	4	4
256	4	4
257	4	4
258	4	4
259	4	4
260	4	4
261	4	4
262	4	4
263	4	4
264	4	5
265	4	5
266	4	5
267	4	5
268	4	5
269	4	5
270	4	5
271	4	5
272	4	5
273	4	5
274	4	5
275	4	5
276	4	5
277	4	6
278	4	6
279	4	6
280	4	6
281	4	7
282	6	1
283	6	1
284	6	1
285	6	1
286	6	1
287	6	1
288	6	1
289	6	1
290	6	1
291	6	1
292	6	2
293	6	2
294	6	2
295	6	2
296	6	2
297	6	2
298	6	2
299	6	2
300	6	2
301	6	2
302	6	2
303	6	2
304	6	2
305	6	2
306	6	2
307	6	2
308	6	2
309	6	2
310	6	2
311	6	2
312	6	2
313	6	2
314	6	2
315	6	2
316	6	2
317	6	2
318	6	3
319	6	3
320	6	3
321	6	3
322	6	3
323	6	3
324	6	3
325	6	3
326	6	3
327	6	3
328	6	3
329	6	3
330	6	3
331	6	3
332	6	3
333	6	3
334	6	3
335	6	3
336	6	3
337	6	3
338	6	3
339	6	3
340	6	3
341	6	3
342	6	3
343	6	3
344	6	4
345	6	4
346	6	4
347	6	4
348	6	4
349	6	4
350	6	4
351	6	4
352	6	4
353	6	4
354	6	4
355	6	5
356	6	5
357	8	1
358	8	2
359	8	2
360	8	2
361	8	2
362	8	3
363	8	3
364	8	3
365	8	3
