index	fermion	trace
1	0	1
2	0	2
3	0	2
4	0	2
5	0	2
6	0	3
7	0	3
8	0	3
9	0	3
10	0	3
11	0	4
12	0	4
13	0	4
14	0	4
15	0	4
16	0	5
17	0	5
18	0	5
19	0	6
20	0	6
21	0	7
22	0	8
23	2	1
24	2	1
25	2	1
26	2	2
27	2	2
28	2	2
29	2	2
30	2	2
31	2	2
32	2	2
33	2	2
34	2	2
35	2	2
36	2	2
37	2	2
38	2	3
39	2	3
40	2	3
41	2	3
42	2	3
43	2	3
44	2	3
45	2	3
46	2	3
47	2	3
48	2	3
49	2	3
50	2	3
51	2	3
52	2	3
53	2	3
54	2	3
55	2	4
56	2	4
57	2	4
58	2	4
59	2	4
60	2	4
61	2	4
62	2	4
63	2	4
64	2	4
65	2	4
66	2	4
67	2	4
68	2	5
69	2	5
70	2	5
71	2	5
72	2	5
73	2	5
74	2	5
75	2	6
76	2	6
77	2	6
78	2	7
79	4	1
80	4	1
81	4	1
82	4	1
83	4	1
84	4	1
85	4	1
86	4	1
87	4	1
88	4	2
89	4	2
90	4	2
91	4	2
92	4	2
93	4	2
94	4	2
95	4	2
96	4	2
97	4	2
98	4	2
99	4	2
100	4	2
101	4	2
102	4	2
103	4	2
104	4	2
105	4	2
106	4	2
107	4	2
108	4	2
109	4	2
110	4	2
111	4	2
112	4	2
113	4	3
114	4	3
115	4	3
116	4	3
117	4	3
118	4	3
119	4	3
120	4	3
121	4	3
122	4	3
123	4	3
124	4	3
125	4	3
126	4	3
127	4	3
128	4	3
129	4	3
130	4	3
131	4	3
132	4	3
133	4	3
134	4	3
135	4	3
136	4	3
137	4	3
138	4	3
139	4	4
140	4	4
141	4	4
142	4	4
143	4	4
144	4	4
145	4	4
146	4	4
147	4	4
148	4	4
149	4	4
150	4	4
151	4	4
152	4	5
153	4	5
154	4	5
155	4	5
156	4	6
157	6	1
158	6	1
159	6	1
160	6	2
161	6	2
162	6	2
163	6	2
164	6	2
165	6	2
166	6	2
167	6	2
168	6	2
169	6	3
170	6	3
171	6	3
172	6	3
173	6	3
174	6	3
175	6	3
176	6	3
177	6	4
178	6	4
179	8	2
180	8	2
