index	fermion	trace
1	0	1
2	0	2
3	0	2
4	0	2
5	0	2
6	0	2
7	0	3
8	0	3
9	0	3
10	0	3
11	0	3
12	0	3
13	0	3
14	0	3
15	0	4
16	0	4
17	0	4
18	0	4
19	0	4
20	0	4
21	0	4
22	0	4
23	0	4
24	0	5
25	0	5
26	0	5
27	0	5
28	0	5
29	0	5
30	0	5
31	0	6
32	0	6
33	0	6
34	0	6
35	0	6
36	0	7
37	0	7
38	0	7
39	0	8
40	0	8
41	0	9
42	0	10
43	2	1
44	2	1
45	2	1
46	2	1
47	2	2
48	2	2
49	2	2
50	2	2
51	2	2
52	2	2
53	2	2
54	2	2
55	2	2
56	2	2
57	2	2
58	2	2
59	2	2
60	2	2
61	2	2
62	2	2
63	2	2
64	2	2
65	2	2
66	2	2
67	2	3
68	2	3
69	2	3
70	2	3
71	2	3
72	2	3
73	2	3
74	2	3
75	2	3
76	2	3
77	2	3
78	2	3
79	2	3
80	2	3
81	2	3
82	2	3
83	2	3
84	2	3
85	2	3
86	2	3
87	2	3
88	2	3
89	2	3
90	2	3
91	2	3
92	2	3
93	2	3
94	2	3
95	2	3
96	2	3
97	2	3
98	2	3
99	2	3
100	2	3
101	2	3
102	2	3
103	2	4
104	2	4
105	2	4
106	2	4
107	2	4
108	2	4
109	2	4
110	2	4
111	2	4
112	2	4
113	2	4
114	2	4
115	2	4
116	2	4
117	2	4
118	2	4
119	2	4
120	2	4
121	2	4
122	2	4
123	2	4
124	2	4
125	2	4
126	2	4
127	2	4
128	2	4
129	2	4
130	2	4
131	2	4
132	2	4
133	2	4
134	2	4
135	2	4
136	2	4
137	2	4
138	2	4
139	2	5
140	2	5
141	2	5
142	2	5
143	2	5
144	2	5
145	2	5
146	2	5
147	2	5
148	2	5
149	2	5
150	2	5
151	2	5
152	2	5
153	2	5
154	2	5
155	2	5
156	2	5
157	2	5
158	2	5
159	2	5
160	2	5
161	2	5
162	2	5
163	2	5
164	2	6
165	2	6
166	2	6
167	2	6
168	2	6
169	2	6
170	2	6
171	2	6
172	2	6
173	2	6
174	2	6
175	2	6
176	2	6
177	2	6
178	2	7
179	2	7
180	2	7
181	2	7
182	2	7
183	2	7
184	2	7
185	2	8
186	2	8
187	2	8
188	2	9
189	4	1
190	4	1
191	4	1
192	4	1
193	4	1
194	4	1
195	4	1
196	4	1
197	4	1
198	4	1
199	4	1
200	4	1
201	4	1
202	4	1
203	4	1
204	4	1
205	4	1
206	4	1
207	4	1
208	4	1
209	4	1
210	4	1
211	4	2
212	4	2
213	4	2
214	4	2
215	4	2
216	4	2
217	4	2
218	4	2
219	4	2
220	4	2
221	4	2
222	4	2
223	4	2
224	4	2
225	4	2
226	4	2
227	4	2
228	4	2
229	4	2
230	4	2
231	4	2
232	4	2
233	4	2
234	4	2
235	4	2
236	4	2
237	4	2
238	4	2
239	4	2
240	4	2
241	4	2
242	4	2
243	4	2
244	4	2
245	4	2
246	4	2
247	4	2
248	4	2
249	4	2
250	4	2
251	4	2
252	4	2
253	4	2
254	4	2
255	4	2
256	4	2
257	4	2
258	4	2
259	4	2
260	4	2
261	4	2
262	4	2
263	4	2
264	4	2
265	4	2
266	4	2
267	4	2
268	4	2
269	4	2
270	4	2
271	4	2
272	4	2
273	4	2
274	4	2
275	4	2
276	4	2
277	4	2
278	4	2
279	4	2
280	4	2
281	4	3
282	4	3
283	4	3
284	4	3
285	4	3
286	4	3
287	4	3
288	4	3
289	4	3
290	4	3
291	4	3
292	4	3
293	4	3
294	4	3
295	4	3
296	4	3
297	4	3
298	4	3
299	4	3
300	4	3
301	4	3
302	4	3
303	4	3
304	4	3
305	4	3
306	4	3
307	4	3
308	4	3
309	4	3
310	4	3
311	4	3
312	4	3
313	4	3
314	4	3
315	4	3
316	4	3
317	4	3
318	4	3
319	4	3
320	4	3
321	4	3
322	4	3
323	4	3
324	4	3
325	4	3
326	4	3
327	4	3
328	4	3
329	4	3
330	4	3
331	4	3
332	4	3
333	4	3
334	4	3
335	4	3
336	4	3
337	4	3
338	4	3
339	4	3
340	4	3
341	4	3
342	4	3
343	4	3
344	4	3
345	4	3
346	4	3
347	4	3
348	4	3
349	4	3
350	4	3
351	4	3
352	4	3
353	4	3
354	4	3
355	4	3
356	4	3
357	4	3
358	4	3
359	4	3
360	4	3
361	4	3
362	4	3
363	4	3
364	4	3
365	4	3
366	4	3
367	4	3
368	4	3
369	4	3
370	4	3
371	4	3
372	4	3
373	4	3
374	4	4
375	4	4
376	4	4
377	4	4
378	4	4
379	4	4
380	4	4
381	4	4
382	4	4
383	4	4
384	4	4
385	4	4
386	4	4
387	4	4
388	4	4
389	4	4
390	4	4
391	4	4
392	4	4
393	4	4
394	4	4
395	4	4
396	4	4
397	4	4
398	4	4
399	4	4
400	4	4
401	4	4
402	4	4
403	4	4
404	4	4
405	4	4
406	4	4
407	4	4
408	4	4
409	4	4
410	4	4
411	4	4
412	4	4
413	4	4
414	4	4
415	4	4
416	4	4
417	4	4
418	4	4
419	4	4
420	4	4
421	4	4
422	4	4
423	4	4
424	4	4
425	4	4
426	4	4
427	4	4
428	4	4
429	4	4
430	4	4
431	4	4
432	4	4
433	4	4
434	4	4
435	4	4
436	4	4
437	4	4
438	4	4
439	4	4
440	4	4
441	4	4
442	4	4
443	4	5
444	4	5
445	4	5
446	4	5
447	4	5
448	4	5
449	4	5
450	4	5
451	4	5
452	4	5
453	4	5
454	4	5
455	4	5
456	4	5
457	4	5
458	4	5
459	4	5
460	4	5
461	4	5
462	4	5
463	4	5
464	4	5
465	4	5
466	4	5
467	4	5
468	4	5
469	4	5
470	4	5
471	4	5
472	4	5
473	4	5
474	4	5
475	4	5
476	4	5
477	4	6
478	4	6
479	4	6
480	4	6
481	4	6
482	4	6
483	4	6
484	4	6
485	4	6
486	4	6
487	4	6
488	4	6
489	4	6
490	4	7
491	4	7
492	4	7
493	4	7
494	4	8
495	6	1
496	6	1
497	6	1
498	6	1
499	6	1
500	6	1
501	6	1
502	6	1
503	6	1
504	6	1
505	6	1
506	6	1
507	6	1
508	6	1
509	6	1
510	6	1
511	6	1
512	6	1
513	6	1
514	6	1
515	6	2
516	6	2
517	6	2
518	6	2
519	6	2
520	6	2
521	6	2
522	6	2
523	6	2
524	6	2
525	6	2
526	6	2
527	6	2
528	6	2
529	6	2
530	6	2
531	6	2
532	6	2
533	6	2
534	6	2
535	6	2
536	6	2
537	6	2
538	6	2
539	6	2
540	6	2
541	6	2
542	6	2
543	6	2
544	6	2
545	6	2
546	6	2
547	6	2
548	6	2
549	6	2
550	6	2
551	6	2
552	6	2
553	6	2
554	6	2
555	6	2
556	6	2
557	6	2
558	6	2
559	6	2
560	6	2
561	6	2
562	6	2
563	6	2
564	6	2
565	6	2
566	6	2
567	6	2
568	6	2
569	6	2
570	6	2
571	6	2
572	6	2
573	6	2
574	6	2
575	6	3
576	6	3
577	6	3
578	6	3
579	6	3
580	6	3
581	6	3
582	6	3
583	6	3
584	6	3
585	6	3
586	6	3
587	6	3
588	6	3
589	6	3
590	6	3
591	6	3
592	6	3
593	6	3
594	6	3
595	6	3
596	6	3
597	6	3
598	6	3
599	6	3
600	6	3
601	6	3
602	6	3
603	6	3
604	6	3
605	6	3
606	6	3
607	6	3
608	6	3
609	6	3
610	6	3
611	6	3
612	6	3
613	6	3
614	6	3
615	6	3
616	6	3
617	6	3
618	6	3
619	6	3
620	6	3
621	6	3
622	6	3
623	6	3
624	6	3
625	6	3
626	6	3
627	6	3
628	6	3
629	6	3
630	6	3
631	6	3
632	6	3
633	6	3
634	6	3
635	6	3
636	6	3
637	6	3
638	6	3
639	6	3
640	6	3
641	6	3
642	6	4
643	6	4
644	6	4
645	6	4
646	6	4
647	6	4
648	6	4
649	6	4
650	6	4
651	6	4
652	6	4
653	6	4
654	6	4
655	6	4
656	6	4
657	6	4
658	6	4
659	6	4
660	6	4
661	6	4
662	6	4
663	6	4
664	6	4
665	6	4
666	6	4
667	6	4
668	6	4
669	6	4
670	6	4
671	6	4
672	6	4
673	6	4
674	6	4
675	6	4
676	6	4
677	6	4
678	6	5
679	6	5
680	6	5
681	6	5
682	6	5
683	6	5
684	6	5
685	6	5
686	6	5
687	6	5
688	6	5
689	6	6
690	6	6
691	8	1
692	8	1
693	8	1
694	8	1
695	8	1
696	8	2
697	8	2
698	8	2
699	8	2
700	8	2
701	8	2
702	8	2
703	8	2
704	8	2
705	8	2
706	8	2
707	8	2
708	8	2
709	8	2
710	8	2
711	8	3
712	8	3
713	8	3
714	8	3
715	8	3
716	8	3
717	8	3
718	8	3
719	8	3
720	8	3
721	8	3
722	8	3
723	8	3
724	8	3
725	8	3
726	8	3
727	8	4
728	8	4
729	8	4
730	8	4
731	8	4
732	8	4
733	10	2
734	10	2
