index	fermion	trace
1	1	1
2	1	2
3	1	2
4	1	2
5	1	2
6	1	2
7	1	2
8	1	2
9	1	2
10	1	3
11	1	3
12	1	3
13	1	3
14	1	3
15	1	3
16	1	3
17	1	3
18	1	3
19	1	3
20	1	3
21	1	3
22	1	3
23	1	3
24	1	3
25	1	3
26	1	4
27	1	4
28	1	4
29	1	4
30	1	4
31	1	4
32	1	4
33	1	4
34	1	4
35	1	4
36	1	4
37	1	4
38	1	4
39	1	4
40	1	4
41	1	4
42	1	5
43	1	5
44	1	5
45	1	5
46	1	5
47	1	5
48	1	5
49	1	5
50	1	5
51	1	5
52	1	5
53	1	5
54	1	6
55	1	6
56	1	6
57	1	6
58	1	6
59	1	6
60	1	6
61	1	7
62	1	7
63	1	7
64	1	7
65	1	8
66	1	8
67	1	9
68	3	1
69	3	1
70	3	1
71	3	1
72	3	1
73	3	1
74	3	1
75	3	1
76	3	1
77	3	1
78	3	2
79	3	2
80	3	2
81	3	2
82	3	2
83	3	2
84	3	2
85	3	2
86	3	2
87	3	2
88	3	2
89	3	2
90	3	2
91	3	2
92	3	2
93	3	2
94	3	2
95	3	2
96	3	2
97	3	2
98	3	2
99	3	2
100	3	2
101	3	2
102	3	2
103	3	2
104	3	2
105	3	2
106	3	2
107	3	2
108	3	2
109	3	2
110	3	3
111	3	3
112	3	3
113	3	3
114	3	3
115	3	3
116	3	3
117	3	3
118	3	3
119	3	3
120	3	3
121	3	3
122	3	3
123	3	3
124	3	3
125	3	3
126	3	3
127	3	3
128	3	3
129	3	3
130	3	3
131	3	3
132	3	3
133	3	3
134	3	3
135	3	3
136	3	3
137	3	3
138	3	3
139	3	3
140	3	3
141	3	3
142	3	3
143	3	3
144	3	3
145	3	3
146	3	3
147	3	3
148	3	3
149	3	3
150	3	3
151	3	3
152	3	3
153	3	4
154	3	4
155	3	4
156	3	4
157	3	4
158	3	4
159	3	4
160	3	4
161	3	4
162	3	4
163	3	4
164	3	4
165	3	4
166	3	4
167	3	4
168	3	4
169	3	4
170	3	4
171	3	4
172	3	4
173	3	4
174	3	4
175	3	4
176	3	4
177	3	4
178	3	4
179	3	4
180	3	4
181	3	4
182	3	4
183	3	4
184	3	5
185	3	5
186	3	5
187	3	5
188	3	5
189	3	5
190	3	5
191	3	5
192	3	5
193	3	5
194	3	5
195	3	5
196	3	5
197	3	5
198	3	5
199	3	6
200	3	6
201	3	6
202	3	6
203	3	6
204	3	6
205	3	7
206	3	7
207	5	1
208	5	1
209	5	1
210	5	1
211	5	1
212	5	1
213	5	1
214	5	1
215	5	1
216	5	1
217	5	1
218	5	1
219	5	1
220	5	1
221	5	2
222	5	2
223	5	2
224	5	2
225	5	2
226	5	2
227	5	2
228	5	2
229	5	2
230	5	2
231	5	2
232	5	2
233	5	2
234	5	2
235	5	2
236	5	2
237	5	2
238	5	2
239	5	2
240	5	2
241	5	2
242	5	2
243	5	2
244	5	2
245	5	2
246	5	2
247	5	2
248	5	2
249	5	2
250	5	2
251	5	2
252	5	2
253	5	2
254	5	2
255	5	2
256	5	2
257	5	2
258	5	2
259	5	2
260	5	2
261	5	3
262	5	3
263	5	3
264	5	3
265	5	3
266	5	3
267	5	3
268	5	3
269	5	3
270	5	3
271	5	3
272	5	3
273	5	3
274	5	3
275	5	3
276	5	3
277	5	3
278	5	3
279	5	3
280	5	3
281	5	3
282	5	3
283	5	3
284	5	3
285	5	3
286	5	3
287	5	3
288	5	3
289	5	3
290	5	3
291	5	3
292	5	3
293	5	3
294	5	3
295	5	3
296	5	3
297	5	3
298	5	3
299	5	3
300	5	3
301	5	3
302	5	3
303	5	3
304	5	4
305	5	4
306	5	4
307	5	4
308	5	4
309	5	4
310	5	4
311	5	4
312	5	4
313	5	4
314	5	4
315	5	4
316	5	4
317	5	4
318	5	4
319	5	4
320	5	4
321	5	4
322	5	4
323	5	4
324	5	4
325	5	4
326	5	5
327	5	5
328	5	5
329	5	5
330	5	5
331	5	5
332	5	5
333	5	6
334	7	1
335	7	1
336	7	1
337	7	1
338	7	2
339	7	2
340	7	2
341	7	2
342	7	2
343	7	2
344	7	2
345	7	2
346	7	2
347	7	2
348	7	2
349	7	2
350	7	3
351	7	3
352	7	3
353	7	3
354	7	3
355	7	3
356	7	3
357	7	3
358	7	3
359	7	3
360	7	3
361	7	4
362	7	4
363	7	4
364	9	1
365	9	3
