index	fermion	trace
1	1	1
2	1	2
3	1	2
4	1	2
5	1	2
6	1	2
7	1	2
8	1	2
9	1	2
10	1	2
11	1	3
12	1	3
13	1	3
14	1	3
15	1	3
16	1	3
17	1	3
18	1	3
19	1	3
20	1	3
21	1	3
22	1	3
23	1	3
24	1	3
25	1	3
26	1	3
27	1	3
28	1	3
29	1	3
30	1	3
31	1	4
32	1	4
33	1	4
34	1	4
35	1	4
36	1	4
37	1	4
38	1	4
39	1	4
40	1	4
41	1	4
42	1	4
43	1	4
44	1	4
45	1	4
46	1	4
47	1	4
48	1	4
49	1	4
50	1	4
51	1	4
52	1	4
53	1	4
54	1	5
55	1	5
56	1	5
57	1	5
58	1	5
59	1	5
60	1	5
61	1	5
62	1	5
63	1	5
64	1	5
65	1	5
66	1	5
67	1	5
68	1	5
69	1	5
70	1	5
71	1	5
72	1	6
73	1	6
74	1	6
75	1	6
76	1	6
77	1	6
78	1	6
79	1	6
80	1	6
81	1	6
82	1	6
83	1	6
84	1	7
85	1	7
86	1	7
87	1	7
88	1	7
89	1	7
90	1	7
91	1	8
92	1	8
93	1	8
94	1	8
95	1	9
96	1	9
97	1	10
98	3	1
99	3	1
100	3	1
101	3	1
102	3	1
103	3	1
104	3	1
105	3	1
106	3	1
107	3	1
108	3	1
109	3	1
110	3	2
111	3	2
112	3	2
113	3	2
114	3	2
115	3	2
116	3	2
117	3	2
118	3	2
119	3	2
120	3	2
121	3	2
122	3	2
123	3	2
124	3	2
125	3	2
126	3	2
127	3	2
128	3	2
129	3	2
130	3	2
131	3	2
132	3	2
133	3	2
134	3	2
135	3	2
136	3	2
137	3	2
138	3	2
139	3	2
140	3	2
141	3	2
142	3	2
143	3	2
144	3	2
145	3	2
146	3	2
147	3	2
148	3	2
149	3	2
150	3	2
151	3	2
152	3	2
153	3	2
154	3	2
155	3	2
156	3	3
157	3	3
158	3	3
159	3	3
160	3	3
161	3	3
162	3	3
163	3	3
164	3	3
165	3	3
166	3	3
