index	fermion	trace
1	1	1
2	1	2
3	1	2
4	1	2
5	1	2
6	1	2
7	1	2
8	1	2
9	1	3
10	1	3
11	1	3
12	1	3
13	1	3
14	1	3
15	1	3
16	1	3
17	1	3
18	1	3
19	1	3
20	1	3
21	1	4
22	1	4
23	1	4
24	1	4
25	1	4
26	1	4
27	1	4
28	1	4
29	1	4
30	1	4
31	1	4
32	1	5
33	1	5
34	1	5
35	1	5
36	1	5
37	1	5
38	1	5
39	1	6
40	1	6
41	1	6
42	1	6
43	1	7
44	1	7
45	1	8
46	3	1
47	3	1
48	3	1
49	3	1
50	3	1
51	3	1
52	3	1
53	3	2
54	3	2
55	3	2
56	3	2
57	3	2
58	3	2
59	3	2
60	3	2
61	3	2
62	3	2
63	3	2
64	3	2
65	3	2
66	3	2
67	3	2
68	3	2
69	3	2
70	3	2
71	3	2
72	3	2
73	3	2
74	3	2
75	3	3
76	3	3
77	3	3
78	3	3
79	3	3
80	3	3
81	3	3
82	3	3
83	3	3
84	3	3
85	3	3
86	3	3
87	3	3
88	3	3
89	3	3
90	3	3
91	3	3
92	3	3
93	3	3
94	3	3
95	3	3
96	3	3
97	3	3
98	3	3
99	3	3
100	3	4
101	3	4
102	3	4
103	3	4
104	3	4
105	3	4
106	3	4
107	3	4
108	3	4
109	3	4
110	3	4
111	3	4
112	3	4
113	3	4
114	3	4
115	3	5
116	3	5
117	3	5
118	3	5
119	3	5
120	3	5
121	3	6
122	3	6
123	5	1
124	5	1
125	5	1
126	5	1
127	5	1
128	5	1
129	5	1
130	5	2
131	5	2
132	5	2
133	5	2
134	5	2
135	5	2
136	5	2
137	5	2
138	5	2
139	5	2
140	5	2
141	5	2
142	5	2
143	5	2
144	5	2
145	5	2
146	5	2
147	5	2
148	5	2
149	5	3
150	5	3
151	5	3
152	5	3
153	5	3
154	5	3
155	5	3
156	5	3
157	5	3
158	5	3
159	5	3
160	5	3
161	5	3
162	5	3
163	5	3
164	5	3
165	5	3
166	5	4
167	5	4
168	5	4
169	5	4
170	5	4
171	5	4
172	5	4
173	5	5
174	7	1
175	7	2
176	7	2
177	7	2
178	7	2
179	7	3
180	7	3
